backend,backend_reuse_latency_total_ms,bypassed_matches,dataset,device,dtype,early_layer_attempts,early_layer_hits,energy_source,engine,fast_exact_path_hits,gpu_energy_j,gpu_joules_per_request,gpu_joules_per_total_token,hit_rate,idle_adjusted_gpu_energy_j,idle_adjusted_joules_per_request,logit_guard_attempts,logit_guard_hits,mean_latency_ms,model,n_requests,p50_latency_ms,p95_latency_ms,p99_latency_ms,policy_bypass_total,policy_exact_total,policy_plans_total,policy_semantic_partial_total,prompt_mode,recompute_tokens_total,reuse_attempts,reuse_successes,reused_prefix_tokens_total,scaffold_bypass_store_successes,scaffold_only_attempts,scaffold_only_hits,seed,semantic_blocked_by_backend_total,semantic_matches_total,semantic_opportunity_estimated_savings_ms,semantic_opportunity_plans_total,semantic_opportunity_reused_tokens_total,semantic_partial_hits,semantic_partial_reused_tokens_total,semantic_quality_divergence_events,semantic_quality_divergence_sum,semantic_queries_total,semantic_scaffold_store_successes,service_throughput_rps,source_json,speedup_vs_no_cache_mean,speedup_vs_no_cache_p95,throughput_rps,wasted_compute_ratio
hf,0.0,0,cnn_dailymail,cuda,float16,,,nvml,shadow_kv,,6996.851,54.6628984375,0.062373867850520605,0.0,5846.953743860167,45.67932612390756,,,111.60395181275362,google/gemma-4-26B-A4B-it,128,111.19505049282452,114.30755585824954,116.21524145361036,,,,,semantic,112176,0,0,0,,,,42,,,,,,,,,,,,8.960256189474146,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/cnn_dailymail/shadow_kv/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_cnn_dailymail_semantic_cuda.json,,,6.094236268089325,0.0
hf,8836.660768924048,0,cnn_dailymail,cuda,float16,0,0,nvml,shadow_kv_plus,127,3620.046,28.281609375,0.03227112751390672,0.9921875,2850.1777689622077,22.267013820017247,,,69.881405938645,google/gemma-4-26B-A4B-it,128,69.51576851133723,71.60817915573716,73.20622330735205,1,127,128,0,semantic,95920,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,14.309958229489364,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/cnn_dailymail/shadow_kv_plus/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_cnn_dailymail_semantic_cuda.json,,,8.256600177194393,0.0
hf,0.0,0,daily_dialog,cuda,float16,,,nvml,no_cache,,5579.359,43.5887421875,0.07283853575111947,0.0,4678.213169139284,36.54854038390066,,,94.69205210996279,google/gemma-4-26B-A4B-it,128,94.13924449472688,101.87081523836241,103.82324834790779,,,,,semantic,76599,0,0,0,,,,42,,,,,,,,,,,,10.560548406309039,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/daily_dialog/no_cache/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_daily_dialog_semantic_cuda.json,1.0,1.0,6.735735367930302,0.0
hf,0.0,0,daily_dialog,cuda,float16,,,nvml,shadow_kv,,5618.003,43.8906484375,0.07334303319886683,0.0,4562.913330808087,35.64776039693818,,,94.55489351637425,google/gemma-4-26B-A4B-it,128,94.11667199310614,101.32087204547133,103.93376815016381,,,,,semantic,76599,0,0,0,,,,42,,,,,,,,,,,,10.575867232369397,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/daily_dialog/shadow_kv/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_daily_dialog_semantic_cuda.json,,,6.9177328302477985,0.0
hf,11136.824955043267,0,daily_dialog,cuda,float16,0,0,nvml,shadow_kv_plus,127,4994.941,39.0229765625,0.0652089583414927,0.9921875,3997.028478699137,31.226784989837007,,,87.71193929021592,google/gemma-4-26B-A4B-it,128,87.41950099647511,89.61981488973834,94.02576916749241,1,127,128,0,semantic,60343,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,11.400956450082136,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/daily_dialog/shadow_kv_plus/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_daily_dialog_semantic_cuda.json,,,7.313016876609222,0.0
hf,0.0,0,dolly,cuda,float16,,,nvml,no_cache,,5521.162,43.134078125,0.0735762526652452,0.0,4469.958361741738,34.92154970110733,,,93.38088722586235,google/gemma-4-26B-A4B-it,128,89.72908300347626,105.19239350032875,109.01798309292644,,,,,semantic,75040,0,0,0,,,,42,,,,,,,,,,,,10.70882950149401,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/dolly/no_cache/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_dolly_semantic_cuda.json,1.0,1.0,6.735469065358815,0.0
hf,0.0,0,dolly,cuda,float16,,,nvml,shadow_kv,,5507.051,43.0238359375,0.07338820628997868,0.0,4525.807727627788,35.357872872092095,,,93.38606209428235,google/gemma-4-26B-A4B-it,128,89.66947951557813,105.06554745661559,109.4176372938091,,,,,semantic,75040,0,0,0,,,,42,,,,,,,,,,,,10.708236085492098,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/dolly/shadow_kv/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_dolly_semantic_cuda.json,,,6.917734357871529,0.0
hf,11011.36914001836,0,dolly,cuda,float16,0,0,nvml,shadow_kv_plus,127,4934.549,38.5511640625,0.06575891524520255,0.9921875,3983.3654555320018,31.120042621343764,,,86.7366227499815,google/gemma-4-26B-A4B-it,128,85.29629748954903,91.81206984794699,92.31793526749243,1,127,128,0,semantic,58784,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,11.529155370534797,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/dolly/shadow_kv_plus/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_dolly_semantic_cuda.json,,,7.313134656558689,0.0
hf,0.0,0,oasst1,cuda,float16,,,nvml,no_cache,,5625.473,43.9490078125,0.07190848896217612,0.0,4738.2709448588175,37.01774175670951,,,95.055510376028,google/gemma-4-26B-A4B-it,128,93.22305249952478,104.88077815098222,106.79630099082715,,,,,semantic,78231,0,0,0,,,,42,,,,,,,,,,,,10.520168647184388,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/oasst1/no_cache/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_oasst1_semantic_cuda.json,1.0,1.0,6.735852473822445,0.0
hf,0.0,0,oasst1,cuda,float16,,,nvml,shadow_kv,,5657.353,44.1980703125,0.07231600005113063,0.0,4586.503299290613,35.83205702570791,,,95.4447229928519,google/gemma-4-26B-A4B-it,128,93.54890250688186,105.28153620034573,107.83141770734801,,,,,semantic,78231,0,0,0,,,,42,,,,,,,,,,,,10.477268607871517,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/oasst1/shadow_kv/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_oasst1_semantic_cuda.json,,,6.9176936723484745,0.0
hf,11210.35706801922,0,oasst1,cuda,float16,0,0,nvml,shadow_kv_plus,127,4975.347,38.8698984375,0.0635981516278713,0.9921875,4084.126746977792,31.907240210764,,,88.28217690529527,google/gemma-4-26B-A4B-it,128,87.979510994046,90.6949230004102,92.47544008030673,1,127,128,0,semantic,61975,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,11.327314697651262,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/oasst1/shadow_kv_plus/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_oasst1_semantic_cuda.json,,,7.110041420783807,0.0
hf,0.0,0,samsum,cuda,float16,,,nvml,no_cache,,5899.755,46.0918359375,0.06993628421389537,0.0,4827.713311225782,37.71651024395142,,,98.4918514917581,google/gemma-4-26B-A4B-it,128,97.72100850386778,108.75530764315045,109.82353603554657,,,,,semantic,84359,0,0,0,,,,42,,,,,,,,,,,,10.15312419102692,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/samsum/no_cache/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_samsum_semantic_cuda.json,1.0,1.0,6.562823544511827,0.0
hf,0.0,0,samsum,cuda,float16,,,nvml,shadow_kv,,5905.34,46.13546875,0.07000248936094548,0.0,4814.119804104874,37.610310969569326,,,98.47998274960901,google/gemma-4-26B-A4B-it,128,97.86797550623305,108.958949791122,111.76309033617144,,,,,semantic,84359,0,0,0,,,,42,,,,,,,,,,,,10.154347838814688,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/samsum/shadow_kv/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_samsum_semantic_cuda.json,,,6.735573205160278,0.0
hf,10713.987417097087,0,samsum,cuda,float16,0,0,nvml,shadow_kv_plus,127,4662.826,36.428328125,0.05527360447610806,0.9921875,3804.671560061106,29.72399656297739,,,84.4815873118705,google/gemma-4-26B-A4B-it,128,84.175135998521,86.15775030484656,89.13021106636734,1,127,128,0,semantic,68103,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,11.836898806226504,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/samsum/shadow_kv_plus/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_samsum_semantic_cuda.json,,,7.313150362319332,0.0
hf,0.0,0,ultrachat,cuda,float16,,,nvml,no_cache,,6591.445,51.4956640625,0.06501913649052546,0.0,5439.972277411688,42.49978341727881,,,107.13654778896853,google/gemma-4-26B-A4B-it,128,106.98271099681733,110.15419345203554,115.91756950627317,,,,,semantic,101377,0,0,0,,,,42,,,,,,,,,,,,9.333882980528205,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/ultrachat/no_cache/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ultrachat_semantic_cuda.json,1.0,1.0,6.242822361630496,0.0
hf,0.0,0,ultrachat,cuda,float16,,,nvml,shadow_kv,,6572.376,51.3466875,0.0648310366256646,0.0,5599.050618712505,43.74258295869144,,,106.84785233729599,google/gemma-4-26B-A4B-it,128,106.85141999420011,109.74242114680237,110.4677360986534,,,,,semantic,101377,0,0,0,,,,42,,,,,,,,,,,,9.35910248194051,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/ultrachat/shadow_kv/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ultrachat_semantic_cuda.json,,,6.399068009019204,0.0
hf,9766.761834151112,0,ultrachat,cuda,float16,0,0,nvml,shadow_kv_plus,127,4217.502,32.949234375,0.04160215828047782,0.9921875,3258.2838128465587,25.45534228786374,,,77.09563521825658,google/gemma-4-26B-A4B-it,128,76.79182749416213,79.96191309503047,82.3767874907935,1,127,128,0,semantic,85121,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,12.97090292036657,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/ultrachat/shadow_kv_plus/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_ultrachat_semantic_cuda.json,,,7.7565539791956555,0.0
hf,0.0,0,xsum,cuda,float16,,,nvml,no_cache,,6632.961,51.8200078125,0.06444022267127812,0.0,5639.5986840501155,44.05936471914153,,,107.52770418991986,google/gemma-4-26B-A4B-it,128,109.51485750410939,112.24665045447182,115.98865399530042,,,,,semantic,102932,0,0,0,,,,42,,,,,,,,,,,,9.29992886515794,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/xsum/no_cache/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_xsum_semantic_cuda.json,1.0,1.0,6.242831889284918,0.0
hf,0.0,0,xsum,cuda,float16,,,nvml,shadow_kv,,6654.895,51.9913671875,0.06465331480977733,0.0,5599.526603402612,43.746301589082904,,,107.60048842246306,google/gemma-4-26B-A4B-it,128,109.55319249478634,112.21487465008977,116.33072655662546,,,,,semantic,102932,0,0,0,,,,42,,,,,,,,,,,,9.293638111323261,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/xsum/shadow_kv/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_xsum_semantic_cuda.json,,,6.398995282552575,0.0
hf,9144.861806969857,0,xsum,cuda,float16,0,0,nvml,shadow_kv_plus,127,3796.847,29.6628671875,0.03688694477907745,0.9921875,2901.6326658329813,22.669005201820166,,,72.27901181227026,google/gemma-4-26B-A4B-it,128,71.62934100051643,75.53779394729645,78.56711281157915,1,127,128,0,semantic,86676,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,13.835274928734398,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-26B-A4B-it/semantic/seed_42/xsum/shadow_kv_plus/benchmark_hf_google_gemma-4-26B-A4B-it_public_dataset_xsum_semantic_cuda.json,,,8.256666553810375,0.0
hf,0.0,0,ag_news,cuda,float16,,,nvml,no_cache,,13093.208,102.2906875,0.1806607611005326,0.0,12251.806597234368,95.7172390408935,,,153.11822688931898,google/gemma-4-31B-it,128,153.21107599447714,156.00869844856788,157.62039307912346,,,,,semantic,72474,0,0,0,,,,42,,,,,,,,,,,,6.5309011233708105,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-31B-it/semantic/seed_42/ag_news/no_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,1.0,1.0,4.829414761156427,0.0
hf,0.0,0,ag_news,cuda,float16,,,nvml,shadow_kv,,13329.061,104.1332890625,0.18391507299169357,0.0,11787.191997531121,92.08743748071188,,,154.03242720299204,google/gemma-4-31B-it,128,154.02231101325015,156.98649695477798,158.97370098420652,,,,,semantic,72474,0,0,0,,,,42,,,,,,,,,,,,6.492139468023492,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-31B-it/semantic/seed_42/ag_news/shadow_kv/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,4.9222807350805935,0.0
hf,17077.075385968783,0,ag_news,cuda,float16,0,0,nvml,shadow_kv_plus,127,11560.574,90.316984375,0.15951339790821537,0.9921875,10148.479606021037,79.28499692203935,,,134.48983625835353,google/gemma-4-31B-it,128,134.42732599651208,136.26026275233016,136.94173482246697,1,127,128,0,semantic,56218,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,7.435506115711307,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-31B-it/semantic/seed_42/ag_news/shadow_kv_plus/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,5.445790785496641,0.0
hf,0.0,0,alpaca_eval,cuda,float16,,,nvml,no_cache,,13136.645,102.6300390625,0.1913512352152887,0.0,11762.698095414871,91.89607887042868,,,151.52649069591462,google/gemma-4-31B-it,128,150.7051605003653,156.4133748986933,158.33062256191624,,,,,semantic,68652,0,0,0,,,,42,,,,,,,,,,,,6.599506102248572,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-31B-it/semantic/seed_42/alpaca_eval/no_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_alpaca_eval_semantic_cuda.json,1.0,1.0,4.922096207143918,0.0
hf,0.0,0,alpaca_eval,cuda,float16,,,nvml,shadow_kv,,13179.61,102.965703125,0.19197707277282527,0.0,11616.345350118932,90.75269804780416,,,151.4961412020739,google/gemma-4-31B-it,128,150.47353749832837,156.52980361046502,158.46190689713694,,,,,semantic,68652,0,0,0,,,,42,,,,,,,,,,,,6.600828193149455,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-31B-it/semantic/seed_42/alpaca_eval/shadow_kv/benchmark_hf_google_gemma-4-31B-it_public_dataset_alpaca_eval_semantic_cuda.json,,,4.922342380286416,0.0
hf,16802.94716397475,0,alpaca_eval,cuda,float16,0,0,nvml,shadow_kv_plus,127,11260.491,87.9725859375,0.16402276699877644,0.9921875,9923.748523553957,77.52928534026529,,,132.33295787449606,google/gemma-4-31B-it,128,131.867019495985,135.20002540244604,137.1850891210488,1,127,128,0,semantic,52396,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,7.556696502986015,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-31B-it/semantic/seed_42/alpaca_eval/shadow_kv_plus/benchmark_hf_google_gemma-4-31B-it_public_dataset_alpaca_eval_semantic_cuda.json,,,5.445934099176925,0.0
hf,0.0,0,banking77,cuda,float16,,,nvml,no_cache,,13164.422,102.847046875,0.19140176507364168,0.0,11782.450034171516,92.05039089196497,,,151.33585292210228,google/gemma-4-31B-it,128,150.7323030018597,155.22616054004175,155.835774387524,,,,,semantic,68779,0,0,0,,,,42,,,,,,,,,,,,6.60781950008062,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-31B-it/semantic/seed_42/banking77/no_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_banking77_semantic_cuda.json,1.0,1.0,4.922271561262179,0.0
hf,0.0,0,banking77,cuda,float16,,,nvml,shadow_kv,,13259.589,103.5905390625,0.19278542869189724,0.0,11772.032034730672,91.96900027133337,,,151.55768853026075,google/gemma-4-31B-it,128,150.91144100006204,155.4925344113144,156.1339987249812,,,,,semantic,68779,0,0,0,,,,42,,,,,,,,,,,,6.5981476076704295,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-31B-it/semantic/seed_42/banking77/shadow_kv/benchmark_hf_google_gemma-4-31B-it_public_dataset_banking77_semantic_cuda.json,,,4.922303636180648,0.0
hf,16862.52846212301,0,banking77,cuda,float16,0,0,nvml,shadow_kv_plus,127,11290.623,88.2079921875,0.16415799880777562,0.9921875,9998.051889509366,78.10978038679193,,,132.81129982738094,google/gemma-4-31B-it,128,132.59998200373957,134.37838564059348,136.1252079307451,1,127,128,0,semantic,52523,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,7.5294798055566945,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-31B-it/semantic/seed_42/banking77/shadow_kv_plus/benchmark_hf_google_gemma-4-31B-it_public_dataset_banking77_semantic_cuda.json,,,5.445661072312217,0.0
hf,0.0,0,cnn_dailymail,cuda,float16,,,nvml,no_cache,,19361.404,151.26096875,0.17259845243189273,0.0,17359.32048565178,135.61969129415453,,,228.59559917162642,google/gemma-4-31B-it,128,224.34322099434212,249.31555319926701,253.55626172735356,,,,,semantic,112176,0,0,0,,,,42,,,,,,,,,,,,4.3745374085229605,results_blackwell_semantic_gemma4_31b_26b_a4b_longprefix_n128_clean_20260711/google_gemma-4-31B-it/semantic/seed_42/cnn_dailymail/no_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_cnn_dailymail_semantic_cuda.json,1.0,1.0,3.5550431356868684,0.0
