backend,backend_reuse_latency_total_ms,bypassed_matches,dataset,device,dtype,early_layer_attempts,early_layer_hits,energy_source,engine,fast_exact_path_hits,gpu_energy_j,gpu_joules_per_request,gpu_joules_per_total_token,hit_rate,idle_adjusted_gpu_energy_j,idle_adjusted_joules_per_request,logit_guard_attempts,logit_guard_hits,mean_latency_ms,model,n_requests,p50_latency_ms,p95_latency_ms,p99_latency_ms,policy_bypass_total,policy_exact_total,policy_plans_total,policy_semantic_partial_total,prompt_mode,recompute_tokens_total,reuse_attempts,reuse_successes,reused_prefix_tokens_total,scaffold_bypass_store_successes,scaffold_only_attempts,scaffold_only_hits,seed,semantic_blocked_by_backend_total,semantic_matches_total,semantic_opportunity_estimated_savings_ms,semantic_opportunity_plans_total,semantic_opportunity_reused_tokens_total,semantic_partial_hits,semantic_partial_reused_tokens_total,semantic_quality_divergence_events,semantic_quality_divergence_sum,semantic_queries_total,semantic_scaffold_store_successes,service_throughput_rps,source_json,speedup_vs_no_cache_mean,speedup_vs_no_cache_p95,throughput_rps,wasted_compute_ratio
hf,0.0,0,cnn_dailymail,cuda,float16,,,nvml,shadow_kv,,4422.764,34.55284375,0.03942595316413946,0.0,3746.235353020428,29.267463695472095,,,44.71776874277111,Qwen/Qwen2.5-7B-Instruct,128,43.71734549931716,48.899215953133535,49.087251380551606,,,,,semantic,112179,0,0,0,,,,42,,,,,,,,,,,,22.362475322779957,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/cnn_dailymail/shadow_kv/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_cnn_dailymail_semantic_cuda.json,,,10.664986455818596,0.0
hf,5735.277787011,0,cnn_dailymail,cuda,float16,0,0,nvml,shadow_kv_plus,127,4311.708,33.68521875,0.03843596395047201,0.9921875,3598.574555400887,28.11386371406943,,,45.04247607746947,Qwen/Qwen2.5-7B-Instruct,128,43.875652001588605,49.00318799482193,50.98702084185789,1,127,128,0,semantic,95923,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,22.201266162190542,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/cnn_dailymail/shadow_kv_plus/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_cnn_dailymail_semantic_cuda.json,,,10.66504712860792,0.0
hf,0.0,0,daily_dialog,cuda,float16,,,nvml,no_cache,,3389.016,26.4766875,0.045079290759387595,0.0,2758.8153558660456,21.55324496770348,,,32.77899871875434,Qwen/Qwen2.5-7B-Instruct,128,32.08830800576834,37.28300725342706,38.3992611328722,,,,,semantic,75179,0,0,0,,,,42,,,,,,,,,,,,30.507338207004324,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/daily_dialog/no_cache/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_daily_dialog_semantic_cuda.json,1.0,1.0,12.188782581190752,0.0
hf,0.0,0,daily_dialog,cuda,float16,,,nvml,shadow_kv,,3378.406,26.393796875,0.044938160922598065,0.0,2768.4040695202043,21.628156793126596,,,32.74698671805254,Qwen/Qwen2.5-7B-Instruct,128,32.09402099309955,37.31040869897697,37.797444225579966,,,,,semantic,75179,0,0,0,,,,42,,,,,,,,,,,,30.53716082673117,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/daily_dialog/shadow_kv/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_daily_dialog_semantic_cuda.json,,,12.18852595667584,0.0
hf,4080.6122529902495,0,daily_dialog,cuda,float16,0,0,nvml,shadow_kv_plus,127,3106.958,24.273109375,0.04132747176738185,0.9921875,2495.2000349846094,19.49375027331726,,,32.04192484452051,Qwen/Qwen2.5-7B-Instruct,128,31.37460050493246,36.31526535318699,36.72805386959226,1,127,128,0,semantic,58923,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,31.209111339358568,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/daily_dialog/shadow_kv_plus/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_daily_dialog_semantic_cuda.json,,,12.188609886779178,0.0
hf,0.0,0,dolly,cuda,float16,,,nvml,no_cache,,3440.408,26.8781875,0.04600152428833117,0.0,2856.3495793720153,22.31523108884387,,,33.3382038675154,Qwen/Qwen2.5-7B-Instruct,128,31.64118799031712,38.424953542562434,43.04189415532164,,,,,semantic,74789,0,0,0,,,,42,,,,,,,,,,,,29.99561715963935,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/dolly/no_cache/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_dolly_semantic_cuda.json,1.0,1.0,12.188451141990164,0.0
hf,0.0,0,dolly,cuda,float16,,,nvml,shadow_kv,,3402.714,26.583703125,0.04549751968872428,0.0,2806.056510708103,21.922316489907054,,,33.32314264184788,Qwen/Qwen2.5-7B-Instruct,128,31.62147400144022,38.1738982105162,43.07391488109715,,,,,semantic,74789,0,0,0,,,,42,,,,,,,,,,,,30.009174427149606,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/dolly/shadow_kv/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_dolly_semantic_cuda.json,,,12.188618654278445,0.0
hf,4091.298534971429,0,dolly,cuda,float16,0,0,nvml,shadow_kv_plus,127,3166.113,24.7352578125,0.04233393948307906,0.9921875,2573.401493557616,20.104699168418875,,,32.12010664844911,Qwen/Qwen2.5-7B-Instruct,128,30.247277005400974,37.52487405508873,46.25320969789757,1,127,128,0,semantic,58533,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,31.133146939544304,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/dolly/shadow_kv_plus/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_dolly_semantic_cuda.json,,,12.188314701977557,0.0
hf,0.0,0,oasst1,cuda,float16,,,nvml,no_cache,,3455.532,26.99634375,0.044383061253323405,0.0,2819.3655999659463,22.026293749733956,,,33.84661301595315,Qwen/Qwen2.5-7B-Instruct,128,32.11777649994474,38.684024850226706,42.61514228084707,,,,,semantic,77857,0,0,0,,,,42,,,,,,,,,,,,29.54505372601575,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/oasst1/no_cache/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_oasst1_semantic_cuda.json,1.0,1.0,11.634351777728307,0.0
hf,0.0,0,oasst1,cuda,float16,,,nvml,shadow_kv,,3530.483,27.5818984375,0.04534573641419526,0.0,2930.358689443983,22.89342726128112,,,33.78719945328612,Qwen/Qwen2.5-7B-Instruct,128,32.10047249740455,38.569728998845676,42.61112440857687,,,,,semantic,77857,0,0,0,,,,42,,,,,,,,,,,,29.59700762954891,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/oasst1/shadow_kv/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_oasst1_semantic_cuda.json,,,12.188571400000367,0.0
hf,4200.973418017384,0,oasst1,cuda,float16,0,0,nvml,shadow_kv_plus,127,3158.909,24.6789765625,0.04057321756553682,0.9921875,2543.662497187652,19.872363259278533,,,32.98086220956975,Qwen/Qwen2.5-7B-Instruct,128,31.3128304987913,39.83154535526407,41.65376515491516,1,127,128,0,semantic,61601,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,30.32061422911616,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/oasst1/shadow_kv_plus/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_oasst1_semantic_cuda.json,,,12.18830656047399,0.0
hf,0.0,0,samsum,cuda,float16,,,nvml,no_cache,,3592.399,28.0656171875,0.043289739109477615,0.0,2966.8649960131143,23.178632781352455,,,35.247379233737774,Qwen/Qwen2.5-7B-Instruct,128,32.62904349685414,43.058483798085945,43.28828359924955,,,,,semantic,82985,0,0,0,,,,42,,,,,,,,,,,,28.370903645591582,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/samsum/no_cache/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_samsum_semantic_cuda.json,1.0,1.0,11.634696649810037,0.0
hf,0.0,0,samsum,cuda,float16,,,nvml,shadow_kv,,3624.122,28.313453125,0.04367201301440019,0.0,2990.4277956007263,23.362717153130674,,,35.248582022290975,Qwen/Qwen2.5-7B-Instruct,128,32.725989003665745,42.99824550180347,43.31014528099331,,,,,semantic,82985,0,0,0,,,,42,,,,,,,,,,,,28.369935544289596,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/samsum/shadow_kv/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_samsum_semantic_cuda.json,,,11.634242341688292,0.0
hf,4429.196904951823,0,samsum,cuda,float16,0,0,nvml,shadow_kv_plus,127,3355.929,26.2181953125,0.040440187985780564,0.9921875,2732.866416637855,21.35051887998324,,,34.78561196106966,Qwen/Qwen2.5-7B-Instruct,128,32.549678508075885,42.39341884822352,43.22348697067355,1,127,128,0,semantic,66729,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,28.74751782774874,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/samsum/shadow_kv_plus/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_samsum_semantic_cuda.json,,,11.633645660323008,0.0
hf,0.0,0,ultrachat,cuda,float16,,,nvml,no_cache,,4178.82,32.64703125,0.041531535113001644,0.0,3539.648376140455,27.653502938597306,,,41.72828517880589,Qwen/Qwen2.5-7B-Instruct,128,42.76454399951035,43.268486246233806,43.51391402815352,,,,,semantic,100618,0,0,0,,,,42,,,,,,,,,,,,23.964560147032056,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/ultrachat/no_cache/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_ultrachat_semantic_cuda.json,1.0,1.0,10.664616933514463,0.0
hf,0.0,0,ultrachat,cuda,float16,,,nvml,shadow_kv,,4234.399,33.0812421875,0.0420839114273788,0.0,3560.401644171932,27.815637845093217,,,41.75567239792599,Qwen/Qwen2.5-7B-Instruct,128,42.82065400184365,43.52053230977617,43.7520292121917,,,,,semantic,100618,0,0,0,,,,42,,,,,,,,,,,,23.948841979363507,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/ultrachat/shadow_kv/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_ultrachat_semantic_cuda.json,,,11.128240196864564,0.0
hf,5268.03204708267,0,ultrachat,cuda,float16,0,0,nvml,shadow_kv_plus,127,3973.825,31.0455078125,0.03949417599236717,0.9921875,3284.030789858134,25.656490545766673,,,41.343251921489355,Qwen/Qwen2.5-7B-Instruct,128,42.023753994726576,43.279654192883754,43.62639497310738,1,127,128,0,semantic,84362,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,24.187744154692897,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/ultrachat/shadow_kv_plus/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_ultrachat_semantic_cuda.json,,,11.127900299784468,0.0
hf,0.0,0,xsum,cuda,float16,,,nvml,no_cache,,4150.628,32.42678125,0.04053624759505044,0.0,3477.5988384777525,27.16874092560744,,,41.58373731229403,Qwen/Qwen2.5-7B-Instruct,128,43.238673999439925,48.421011347090825,48.96051321164123,,,,,semantic,102393,0,0,0,,,,42,,,,,,,,,,,,24.047862569205744,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/xsum/no_cache/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_xsum_semantic_cuda.json,1.0,1.0,10.664982284693059,0.0
hf,0.0,0,xsum,cuda,float16,,,nvml,shadow_kv,,4166.522,32.550953125,0.04069147304991552,0.0,3483.8971459163376,27.217946452471388,,,41.638300264935424,Qwen/Qwen2.5-7B-Instruct,128,43.358835493563674,48.55959295673529,49.03113852182287,,,,,semantic,102393,0,0,0,,,,42,,,,,,,,,,,,24.016350178494754,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/xsum/shadow_kv/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_xsum_semantic_cuda.json,,,11.12847978352717,0.0
hf,5295.511168122175,0,xsum,cuda,float16,0,0,nvml,shadow_kv_plus,127,4016.974,31.382609375,0.039230943521529796,0.9921875,3372.439848768167,26.347186318501304,,,41.61268183543143,Qwen/Qwen2.5-7B-Instruct,128,42.910137002763804,48.127109855704475,51.168695094092996,1,127,128,0,semantic,86137,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,24.03113560319831,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/xsum/shadow_kv_plus/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_xsum_semantic_cuda.json,,,11.128634570173118,0.0
hf,0.0,0,ag_news,cuda,float16,,,nvml,no_cache,,5892.889,46.0381953125,0.08131038717333113,0.0,5024.281842066441,39.25220189114407,,,68.00702984310192,google/gemma-4-12B-it,128,67.99447999947006,68.82822774714441,69.2558837607794,,,,,semantic,72474,0,0,0,,,,42,,,,,,,,,,,,14.704362215304597,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/google_gemma-4-12B-it/semantic/seed_42/ag_news/no_cache/benchmark_hf_google_gemma-4-12B-it_public_dataset_ag_news_semantic_cuda.json,1.0,1.0,8.256835864853326,0.0
hf,0.0,0,ag_news,cuda,float16,,,nvml,shadow_kv,,5939.678,46.403734375,0.08195598421502884,0.0,5064.332904177707,39.565100813888336,,,68.03857232102928,google/gemma-4-12B-it,128,67.95676349429414,68.91118880594149,69.41288760732277,,,,,semantic,72474,0,0,0,,,,42,,,,,,,,,,,,14.697545317113029,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/google_gemma-4-12B-it/semantic/seed_42/ag_news/shadow_kv/benchmark_hf_google_gemma-4-12B-it_public_dataset_ag_news_semantic_cuda.json,,,8.531963307635976,0.0
hf,8057.6435369148385,0,ag_news,cuda,float16,0,0,nvml,shadow_kv_plus,127,5136.293,40.1272890625,0.07087083643789496,0.9921875,4280.443136863542,33.440962006746425,,,63.38926061641814,google/gemma-4-12B-it,128,63.32778149226215,64.25101295099012,65.06579146152944,1,127,128,0,semantic,56218,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,15.775542895999562,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/google_gemma-4-12B-it/semantic/seed_42/ag_news/shadow_kv_plus/benchmark_hf_google_gemma-4-12B-it_public_dataset_ag_news_semantic_cuda.json,,,8.82607435878669,0.0
hf,0.0,0,alpaca_eval,cuda,float16,,,nvml,no_cache,,5841.595,45.6374609375,0.08508994639631766,0.0,4961.837704958316,38.76435706998684,,,67.34549533496192,google/gemma-4-12B-it,128,67.20196700189263,68.66955214936752,68.97314457164612,,,,,semantic,68652,0,0,0,,,,42,,,,,,,,,,,,14.84880310147273,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/google_gemma-4-12B-it/semantic/seed_42/alpaca_eval/no_cache/benchmark_hf_google_gemma-4-12B-it_public_dataset_alpaca_eval_semantic_cuda.json,1.0,1.0,8.532076301394666,0.0
hf,0.0,0,alpaca_eval,cuda,float16,,,nvml,shadow_kv,,5913.322,46.197828125,0.08613473751675116,0.0,5019.56478693341,39.215349897917264,,,67.3755294054672,google/gemma-4-12B-it,128,67.22600699868053,68.7233881893917,69.0775918266445,,,,,semantic,68652,0,0,0,,,,42,,,,,,,,,,,,14.842183932715113,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/google_gemma-4-12B-it/semantic/seed_42/alpaca_eval/shadow_kv/benchmark_hf_google_gemma-4-12B-it_public_dataset_alpaca_eval_semantic_cuda.json,,,8.53226025826638,0.0
hf,7936.217880007462,0,alpaca_eval,cuda,float16,0,0,nvml,shadow_kv_plus,127,5135.835,40.1237109375,0.07480969236147526,0.9921875,4292.469522462536,33.53491814423856,,,62.428607180322615,google/gemma-4-12B-it,128,62.23855900316266,64.30801363458158,65.05819622398121,1,127,128,0,semantic,52396,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,16.018297462756756,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/google_gemma-4-12B-it/semantic/seed_42/alpaca_eval/shadow_kv_plus/benchmark_hf_google_gemma-4-12B-it_public_dataset_alpaca_eval_semantic_cuda.json,,,8.82620945579544,0.0
hf,0.0,0,banking77,cuda,float16,,,nvml,no_cache,,5817.835,45.4518359375,0.08458737405312668,0.0,4919.46068238348,38.43328658112094,,,67.48561500035066,google/gemma-4-12B-it,128,67.4071445100708,68.10612744884565,68.52854886630666,,,,,semantic,68779,0,0,0,,,,42,,,,,,,,,,,,14.81797268936208,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/google_gemma-4-12B-it/semantic/seed_42/banking77/no_cache/benchmark_hf_google_gemma-4-12B-it_public_dataset_banking77_semantic_cuda.json,1.0,1.0,8.531898090042324,0.0
hf,0.0,0,banking77,cuda,float16,,,nvml,shadow_kv,,5875.006,45.898484375,0.08541860160804897,0.0,5011.931756332264,39.15571684634581,,,67.4948500713981,google/gemma-4-12B-it,128,67.39091448980616,68.22028945753118,68.30821566443774,,,,,semantic,68779,0,0,0,,,,42,,,,,,,,,,,,14.81594520088821,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/google_gemma-4-12B-it/semantic/seed_42/banking77/shadow_kv/benchmark_hf_google_gemma-4-12B-it_public_dataset_banking77_semantic_cuda.json,,,8.531894548757444,0.0
hf,7964.937749115052,0,banking77,cuda,float16,0,0,nvml,shadow_kv_plus,127,5141.329,40.1666328125,0.07475143575800752,0.9921875,4288.766312431597,33.50598681587185,,,62.652240234228884,google/gemma-4-12B-it,128,62.506072004907764,63.732323094882304,64.61367142663221,1,127,128,0,semantic,52523,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,15.961121202712695,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/google_gemma-4-12B-it/semantic/seed_42/banking77/shadow_kv_plus/benchmark_hf_google_gemma-4-12B-it_public_dataset_banking77_semantic_cuda.json,,,8.825883959263464,0.0
